AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
37, Private,O3-,19, SomSe college but no degree, Not in universe, Married-civilian spose pr1!e@t, Re.taitrade, Sales, White,, M5le,zNot in univesrse, Not in universe, Children or Armed Force&s,,0I0,0, Joint both under 65, Not in universe, ot inI unvers, Housnholer, Householder,1989.57,d1Nonmovr,, N2nover[, Yes, Nt in -u2niverse,k,,[UnQtedStautes, Aited-1Sates,$ United-Sfes, Native- Born in the United States,G, N&ot i( Bnivese,8,j,+,94,T50<00(+u.
86, Not iniu5niverse,0,, 5th or 6th grade, Not in universe, Widowed, Not in universe or children, Not in universe, Black, All other, FemaJle, Not in universe, Not in universe, Not in labor forcoe,D,0,0,NHConfiler, Not ) universeb, Not in universe, ouseoljder, HuYetholde,2651.45,,,,Not in universe under 1 year old,,, Not in universe, nited-States, UnteF-Satesu, United-States, Native- Born in Bthse Ucited States,0, Not in universUe,2,0,0,95,-50000
10, Not in niverse,5%,, Childen, Nt in u.niverj, Never married, Not in -niverseVor ochKldrten, N[ot in niAekrse,Iht, ll{other, Female, Not in universe, o)  in niverLe, Children r Arme Fojces,09,p,,b NonfilerZC, Not in universe, Not in universe, Child <18p never mrr not i sbfamily, Child under 18 never ma1rried,701.18,,,, Not in universe under 1 year old,,0, Mother only present, Unitec-Stat, U:n(td-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,9%,-50000
n, Not in universe,0,0, Some college but no degree, Colleg8e or university,, Not i4 universe or chcdren,,g White, All other,an, Not in universe,~ot[n uiverse, Not in labor force,p,Em,>,z Noifiler, Not in universe, Not in averse, Child 18+ never marr Not in a subfamily, Child 18 or older,,,,, Not in universe under 1 year old,,~, Not in- uni`es<, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,]&,y,8I5,-50000
 , State government,4,3, High school graduate, Not in universe,Divosredm, Constructio, Executive admin and managerial, White, Al ?oherT, Female, Not in universe,%NSg2t in universe,SFul-time scheules,3325,",<U*)",0, Single, Not in universe, Not in universe, Othcer Rel 18+ever marr\ not in subfamly, Other r|lativLe of Bhousehlder,1301.39,,,, Not in universe under 1 year old,,6;, Nt nj univeTrse," U""nited-State\", Unnted-v\aes,, NaiGe- Born in the United States,0, Not in universe,B,52,UC0,]/&,-50000
2,,C,, Children, Not inuixrsbe, Nxver maried,dNt ini univese or children, Not in universe, Whi<,sAll othe.N, F~emaleK, Not in universe, Not in universe, Children or Armed Forces,0,Vu},0,` N}onfler, Not in universe, Not in universe," Child ""18 never marr noyt in subfamily", Child under 18 never married,88.14,,,, Not in unverse nder^ Fyear old,,WW, Mother only present, Unitd-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,@,95,-50000
"so""TJ", Not in universe,0,=X, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Not in u_iverse or cildre, Not in universe," h|pi""e", All other, Male, Not in universe," o >^in u""niverse",ihildren or=Armed Forces,0,],0,~oit b2tP 65+, Not i universKU,, Householder,z D=Householder,1878.68, GaNon3ver, omVooer, 8omowv`r, Yes, N6o in universe,Uul,, United-States, USnited-Ntts, Unitaed-Staes, Native- Born in the United States,0, Not in vuniverse,2,0,y,9d,-50000
HR, Private,41,26, Prof school degree (MD DDS DVM LLB JD), NctR in$ u>iver;e, Maried4-ciiliat spouMse present, Hopita serHi)ces, Adm supaort includng clerical,, All other, Female, Not in universe, NoWt in uni+ver9se, Ch)ildren or Armeda Force,0,K,, Joint both under 65, Not in unierse, Not in universe, Spouse of householder, Spouse: of householder,2190.43,2pYonmoer, Nonmoer,, Hes, Not in universe,S, Not in Auniiersee, United-States,, United-StUates, Native- Born in the United Stts,bd, Not in universe,2,52,,94>,"-5,Uy00|"
~, Prijvat&,44,, High school graduate, Not in universe, Married-civilianspo#use present, Social services, Otxe service,Whife|M, Cu}dn, Female, o-, Not in universe, Children or Armed Forces,O,-U,0, %Joint bop under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1959.49, Nonmover, Nonmover, Nonmover,&/e:,Not in universe,c, No' in ivnivrse, Cuba,"QCu,a", Cuba, Foreign bor9- Not a citizen7 of U S ,`, Not in universe,,52,715,94,-C00{
8, Not in unihver/e,0*,0, ildek, Not `n universe, Neverr married, No:t i3 universe or chilXren, Utin univerEse, White, Mexican-Ame7rican,, Not in universe, Not in univerEse, Children or Armed Forces,,,+, Nonfiler, ot in univep>se, Nt n universe, Child <18 never marr not in subfamily, Child undr 18 never married,2001.29,,,, Not in universe under 1 year old,,$, Both parents present, United-States,United-GtatQ, United-States, Native- Born in the United States,, otUiVn unverse,,0,0,95,
=d, Notinuniverse,,U', High school graduate, Not in universe, W\<HowedA, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,R, Single, Not in universe, Not in universe, Nonfamily householders, Eo$sehold8er?,1817.96, N*o#er,Nohm>over, Nonmove~r, Yes, Not in universe,0, Not in n iers|, Hungary, Hungary, UZniCed-Stat]s, Natie- Bo>n in the United St;tes,0, Not in universe,2,0,0,WO,-50000
26, Pry}ate,25,fW, 12th grade no diploma, Not in u6niverse, Married-civilian spouse present, ManufacturingR-non{durable goods, Machine operators asEmblrs & inspctVrs, White, Central or South American, Fmale, Not in universe, Noft in univese,,5,d$0*,0,, Not in universe, Not in unoiverse, Spouse of h5useholder," Spouse' pf ,ouseholder}",73.k3{A, Nonmover, NjnmvkPr, Nonmover, Yes, Not in universe, , Not nN un]ive7se, vwzorlumbi/,C5lAm8bCia, Columbia, Fxoreign born- Nol a citizen of   ,0, Not in8 universe,t5,4+d,n,4_,-50000
, Not in universe,0,0, 7th and 8th grade, Nt 3in uierse, YMarried-civilian spouse present, Not in universe or children,Not in universe, White, Do not know, Female, Not in universe,5Not in unvere, Children or Armed Forces,2228,,J,tnint both 65+, Not in ^niverse, N Sin universe,, Householder,1030.57,, 8Nonme5, Nonmover, Yes,~ No=t_in univ5erse,ph^0, Not inuniverse, United-Staktes,, United-States, Nativge- BornDin the U/ihed States,i, ot in unie(rs.,2,0,k,94,-50000
3U, Private,16,2, Masters degree(MA MS MEng MEd MSW MBA), Not in universe,e Married-civilian spouse present, Manufacturing-durable goods, Ex#cutive admin and1managerix(l, White,All oSer, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65,Not i ui;verse,, Householder, HouseYholder,1931.54, No<nmover, NonmZver, Nonmover, Yes, Not ivn univArs%,, oW in *iverse, United-States, United-States,Unqe-States, Native- Born in the United States,}, Not in universe,,52,t,94, 00090#j1
69, Private,37,2), 7th and 8th grade, No in n]erseU, Divorced, Business and repair services, ProStectiv(p se|vices, W#z'e, Bs]a, Fll," No't in,universe", Re-entrant,,0,q,, Nonfiler, Notgin unive/rse,NLt in uniers|e, onfamily houeold+er, Householder,13476I34,,,, Not in universe under 1 year old,,0, Not in universe,% :ua, Cuba,eCuba, Foreign born- Not a citizen of U S ,0, Not in universe,,,~,qb,-50000
52, Local government,o#,10,Masters degre(MA MS MiEng MEd MSW MBA), ot i$n unveNse, Divorced, Education," ,Profe{ssionaql speciaty", dBlac, All other, FKemaltA, Not in uonverse, Not in universe, Full-time schedules,TD,0.,G,l7SiWngli, Not in universe, Not in universe, Nonfamily householder, Householder=,1975.39,,,, Not in universe under 1 year old,,, Not in universe, United-States,,, %ative-$ Born abroad of American Parent(s),0, Not in universe,2@,39k,0,95,Ud0`a
65, riKe,33,24, High school graduate,, WdMed, Retaf !tradM, Adm support including clerical, @hite, All other,Fe(ae, Not in universe, Djotin univers, Children or Armed Forces,0,:,, Single,Not in unBivese3," Not i4 univer,se", Nonfamil`hoseholder, Household-r,, ^on7vx'r,Nom[ver, Nm0ver, e2s, Not kn unipverse,X, ot in univeDse, United-States, UnNted-States, United-States, Native- Born in the United States,0X, Not in universe,,52,>,,-50000
48, Privae,2m,Af, 11th grade, Not in[ unzcverZse, Married-civilian spouse present, Manufacturing-non3urable goods, Precision production craft & repair, #h,*I All ot<her, Female, Not in universe, Not in universe,- Full-time s?chedules,0,0,0, Joint both under 65, NotN in uniersze, Not in universe, Spou:se o) hoseho~lder,,9@'s+157,,,, Not in universe under 1year@ old,,3, NMt- in uPiverse, United-States, United-States, United-SPat es," N""atve- Born in he UnitediStates",, Not in universe,2,50,@+,95,-50000
10, Not in universe,&0,0, Children, Not in universe, Never married, *Not in universe /or childrenp, Not in universe, hjte, All other, Female, Not in universe,,&Children )or Ar4medForces,[@*,(,0, Nonfiler, Nyot in udniverse, Not in universe, Child <18 never marr not in 6ubfamily, hild under 18 neZer mried,1620.71,,,, Not in universe under1 year old,,(, Both parents present, United-States, Unit#!Q-States, United-States,,"""", Ntin univereh,,0,~cv,95,!500W
22, Private,33,19, High schoolA0 graduatMe, Not in universe, Never married, Retail trade, Sales, White, All2z6Ather,cAemalS}e, Not in universe, Job leaver, Children or Armed Forces,,,0, Single,G West, California, Seiondary individual, Nonrelative of householder,1926.82, MnA to MSA,, Different county same state, No, Yes,|, Not in universe, United-States, United-States, United-States, Native- Born in the United States,U0v, Not inn universe,,5o,0,94,-54000)
40, Private,33,16, Some college but no degree,, Never married, Retail trade, Sales,"BlVac""", All other, Female, Not i_ universe, Not in universe, Children or rmed Forces,),3%^,0,, NoTt in nivers e, Not i funivrse, Houseole<r, H^uIseholder,2403L4,"NIn'ov""j"," xp""mov[r", Nonmover, Yes, Not in universe,5, 7o in universe, Unied-States, United-States,, Native- Born in the UnVited Statwes,, No8t insuniverHse,2,50,,94,
j, Privale,,44, High school graduate, Not in universe, Married-civilian spouse preset, Private household services, Farming foresCry andy fishing, Black, All other, qM$*lve, Not in universe, Otgher-job oser, Children orwArmedBForces,(qsX,R~l,0,, Not in universe, Not in universe, Householder, Hous=hlder(,1933.47, Nonmover, No{novSer, NnEover, Yes, Not in universe,, Not in unive6rse, Unite-t|ates,J ?Unite-Sta^tes, United-States, Native- Born in the United States,0, Not n *verse,n,52,,n94`,-50000
z4, Nt in universe,0,C0, Bachelors degree(BA AB BS), Not in univ0erse, Mrried-civilian spouse pre$ent, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Child'ren or Armed Forces,,B,7~, Joint both under 65, Ndot in universe, Not in unevdemrseH, Householder, 8ousSehol3egr,63g37, Nonmover, Nonmover, Nonmo~ver,xe, Not in universe,0, Not i+n universe, United-States, United-States,UUnitVd-Ntate, Native- Born in the United States,+, No,1,5e,05,,-50000
1, Not in universe,0,d,Chi+3drn, Nht in unav4Perse, Never married," Noot in universe orchi,dren", Not in universe,+ White6, All other,em0e, Not in universe, Not in universe, Children or Armed Forces,0,0,0T, Nonf8;r, Not in universe, Not in uIHnivertVe,pChizld <18 never marr not in subfamily, Child under 18 never married,1L0012, 6onmoer, Nonmover, onmoer(,h@ 7es, N%0t in universpe,0, Both parentslresent, United-States, Unted-Svates, United-States, Native- Born_in the UHited7 States,g, Not in universe,T,B/,*,94,-50000
24, Private,AN1,>, Some college but no degree, |llege or unive(sity, v/er marri7ed, Re]ail trade, Adm support including clerical,8W>te, All other, Female, N(a=o, Not in universe, Children or Arm4 ForcVs,0,i,0, Single,w We?t, |6C1ifonia, Child 18+ never marr Not in a subfamily, Chil}d 18 o`older?H,2038.06, MSA to MSA, SameoIuty, SaRm county, N?o, Yes,41, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2,Not in unvevrse,[,,700,94,-50000
,,;99\,36, High school graduate, NoV in univrsae, Married-civilian spouse present, Personal services except privat@ HH, Machine operators assmblrs & inspctrs, White," PuSrtoZ R,in", Foemals, Not in universe, Not in universe, Children or Armed Forces,*p,0,0, Joint both under 65, Not in universe, [ot in unTvere, Spouse of householder,ESpouse )f h']usehoder,1297.31, Nonmover,, Nonmover, Yes, Not in universe,6, Not in universe,,!Puero-co, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,, Not in universe,c,O52,r#_,f,-50000
`l, Pi<|ute,03v,16, High school graduate, Not iuniverse, Married-civilian spouse present, Retail trde, GS]e~, White, WAll oth;er, r9Male, Nt in univerWe, Not in universe, Fuljlc-time chedul(s,0,0,0S, Joint b_oth hndkrB65, Not in universe, NotLi uniMv>rse, Householder, Houserqolder,,,,, Not in universe under 1 year old,,2, Not in universe, United-States, UnSte4p-State, United-States, Native- Born in the United States,"`,", oJtiZn univeGse,2,Z,*N06,J`,-B00f0A0
11,kNot in unierse,0,0, C(%l^/n, Not in universe, Nevner married, Not in universe o~r children, Not in uniaerse, kji`t>e, All other, Female, Nt in universe, Not in universe,,,t,GZIQi,Nosfier, Not in niverse, Not in universe, Child <18 neer marr not in subfamily, Cild under 18 never maried,838.6, Nonmover, Nonmover, N nm6ver, ee, yot in uni]vee,0, Mother only present,@ IUnitd-Sates, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,Pa?,,-5C000
[, Nt in unuverse,0,0, Chilren, Not in universe, Never married, Not` in un ivse or children,,, All oYther6, Male, Not in universe, ot i Euniverse, 0hi8ldren or Armed*Forces,,0,0, Nonfile, Not in universe, Not in uiverse, Child <18never marr not in subfamily," ChidYuCder 18D never marri""d",b3719, onmover, Nonmover,` [onmov@er,aTs, Not in universe,0, Bothparents /present, United-States, United-Sates, Un6:ed-Statesk, Native- Born in the United States,0, Not in universe,0,{,0,^=b,-50000
0, Not in universe,,V ,, Not in` uni1\ere, Never marri_, Not i) universeor childwren, Notxin univers, White,, Mle, No aniudniverCse, Not n ouniverse, Children or Armed Forces,,0P,0, Nonfiler, Not in universe, Not n cniHrse, Chi=d <1R never marr not i?n sbf!mily, ChOild under18 never marPried,12U7.5, Not in universe, Not inuniverse, Not in universe, Not in universe under 1 year old, #ot in uniterse,0, Both parents present, Mexico,U(exic,AUnited-States, Native- Born vn the Un=ted States,Y,,,0,,94,-50000
k, otOsin unihvexse,0,0," Chld,en",,Never married, Not in unrve{rse or chlden, Not in universe,White, entral  ork Soutvh American, Male, No8t in univers!, Not in universe, Children or Armed Forces,,u0,0, Nonfiler, Not in universe, Not in )universe,|Child <18 ever marr ot in subfamily, C3ild under 18 never mrr_ed,94E58?|o, Nomovr,," No,nmover", Yes, Notic /Juniverse,>_, Boh pKrent\ presnt, United-States, United-States, United-States, Native- Born in the United States,', Not in univirse,0,0,,94,-50]00_
23, Pivate,P5,b, Some college but no degree, Not in unBver~se, Never maried,;Finane ingsuranc and real estate, Adm support including clerical,White, All other, Male, No,C N#ot in niverse, Full-tHi scheduls,0,0,0,SKing{le, Not in universe, Not in universe, Nonfamily householder, Householder,1100.05,,,, Not in universe under 1 year old,,-6, Not in universe, United-States,@Unitedz{tQtes, Unit3-Sate, Native- Born in he United States,, NTt in un4ivere,,52,0,"""m",-50000
m, Not inRuxiverse,0,, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not#in uDivrse, W>hite, All other,VFume, Not in universe,, Not in labor force,0,0,., Joint botXh under 65, Not in uni~erse, Not in universe, Spouse of householder, Spouse of householder,3494.13,,,,,,30,,, United-States, United-State]s, Native- Born i the United Sta0es&,0, Not n1in uiverse,2,0,D,95,/5~0B00
, Not i` uniierse,D,"~""", High school graduate,, Widowed,$Not in universe or chiSdrnn, Not in universe," o,hit", All other, mae, Not in universe, Not i9nr universe, Chaildren oJr Armed Forces,0,0,0, Singxe, Not in universe, Not i.n univers~e, Other Rel 18+ ever marr not in subfamily, Other relative of householder,165.n1-6, Nonmover, N1&nmoIve*, onmover, Yes, Nt vn uni28rse,gV=/, cNzot inniverse, Unyitd-Ataoes, United-States, United-States, NBtive- Born n the Unitwed Statefs,0,i Nbot n SunivLerse,,0,0,i4h2,-5080i0
4py, ^elf-em1lyZd-not i=ncorporated,45,11, Prof school degree (MD DDS DVM LLB JD), Not Sn unwverse, Ne verXmarri.d, Other professional services, Professional specialty, White, All other,WM<b\e, Not in un-vese, Not in universe, PT for non-econ reasons usually FT,4787,?,0, Single, Not in universe|, Not in niverse, NonamNly householYer, \ose(holder\,1892.91,,,, Not in universe unde1 1 year ld,,1, Not in universe, Uu/ited-S/atLs,3United-States, United-State1,NativQe- Born in the UniteHWtates,e, No>t in niverye,2,n6,,95, 50000+.
, Not in universe, ,0,High school graduate, Not in universe, Widowed, Not in univere or chiPldren, Not in universe, Whte, All other, FeUalOe,"S,Not in universe", Not in universe, nCh=ildren $rs Armed ForRces,R,n,N, Nonfiler, Not in universe, Not in universe, Secondary indivdual," Nonrelative of hous""holder",3694.31, Nonmover, Nonmover, Nonmover," e""s&", Noti univese,oC,\Not in univere, United-States, United-States, U4ited-States, Native- Born in the United States,, Not in universe,+X=,0,0,|,s50000
606, Private,33,,[ SomX college but no deQree,RNot \n niver[se, Divorced, Retail trade, Machine operators ass~blrs & inspctr, White, All othr,#!<Me, ot inuDnivqerse,"uNt Zn un,iverse", >Full-time schedules,0,1,0,;vnglejl, Not in univeasE<," No_ in uni""ve%se", Nonfamily householder, Householder,2142.62,,,, Not in universe under 1 year old,,2, Not in universe, Outlying-U S (Guam USVI etc),,, Native- Born abroad of American Parent(s),Z,,2,12,i,5,500
4,>Not0 i univPrse,K,0,U4yhilcdrn, Not in universe, NZver ma@^ried, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in &nive3rse, Children or Armed Forces,0+,',0, Nof_ler, Not in[ un~ers, Nott innivrs, Child <18J never marr not in subfamiKy, Child under 18 never married,850.b6=, Nonmover, Normoer5&, Nonmover,, Not@ in unverse,tIt, Both \aIents presrnt, United-State,, United-States, Native- Born in the United States,L1, Not n uni?vrsNe,0,0,?,,-50000
Yk, Not in universe,,0, Children,, Never m6rZied, Not in universe or children, Noo ii univcBse, Black, All other,, Not in universe, Note in universe, Children or Armed Forces,0,0,0, Nonfiler, Midwest, Minnesota, Child <18 never marr not in subfamily, Child under 18 never married,1649.09, MSA to MSA, Same county, Sa_e cont,], No,H, Mother only present, United-States, United-States, Uniedd-ntates, Native- Born in the United States,0, Not iQ uu^iversYe+,0,XO,0,94,-50000
52, Not in universe,0,0, Assnociates degree-occup /vocational, Not in universe,, Not in oaiverst or chld`ren, Not in universe, ;WHhte, All other, Female, Notin uWi!vesg, Not in universe, Children orHH Arme uorces,,0,, Nonfiler, Nt ih uni2vers[e, Not in iaverse, Nonfamily householder,VHousehlder,, Nmomover, NK?movbe, Nnmover,w Y, Yoz in ucnivrse,0, Not in universe, United-States, United-States, Unid-S!tates,,0, Not in niverse,2,\],0,94,-50000
sm2, Private,2L2,36, 7thand 8th grade, Not i'n unxverse, Married-spouse absent, anufcturing-nondurable oods,x Machine mpAerators assmblrs & insptrs, WhitP, Mexican (Mexicano), Mae,Not4 in universe, Not in univ.rse, Full-time schedules,A,0,0, Singlke,Not nuniverse, Not in univer se, Other Rel 18+ ever marr not in subfamily, Other relacive of householder,2-wC37r.29,,,, Not in unveise under 1 year old,,3, Not in universe, Meo, Mio,,,0, WNot in u@Tiv<Prse,?,50,q0,[R,`50000
15, Not in universe,0,0, 9th grade,Nou in un.verse, Never married, Not in universe or children, Not in universe,4hsite, All other, Female, Not in universe, Not in universe, Not in labor force,I,0,0, o;Ti:lerd, Not in univer4eT, Notgin universe, Child <18 never marr not in subfamily, Child under 18 never married,310.98,,,, Not in univese under 1 year Wld,,0,d BothI parents present,, United-St_ates, United-States, Native- Born in the United States,.Z, Not in universe,2,0,,95,h-Z0000
, Not in universe,,0,[10th grade, High school, BNpever arried, Not in universe or children, Not in univese, +\ite, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,,0, Nonfiler, Not in universe, Not in universe,Chil <18 neer marr not in subfamily, Child under 18 never married,3N68.4f, Nonmover, Nonmove, Nonmover,! lsd, Not in universe,0, Mother only present, United-States, UnWited-State, UnitPd-SSates, Native- Born in the United States,q, Not in unive=se,2,I,AA,94,-/5000q
T, Private,-3,29, Some college bt no.deeree, College or university, eveEr marre, Retal trade, Other service, Whte, All other, Feal2&, Not in universe, No n univWrse, Full-time (schedules,tv,0,0, Single, Jt in3 ;universe, ONo iwnzuniverse, Secondary individual, Nonreltive of householderi,1078.04,,,, Not inn<iv rse under/ 1 year old,,I0, Not in universe, United-States, United-States, United-States, Native- Born1in the United States,2, qNot in $iivers,,13,],5,/5000U^0
Q7h, Self-employed-not incorporated,N3V3/,16, High school graduate, Not in universe, Divorced, Retail trade, S@les,,All other, Female, Not in universe, NQot in universe, Children or Armed Forces,,,|, Single, 19 iG u(iverse, Nt i univehse, Child 18+ ever marr Not in a subfaily," [hild,18 oU oder",1827.1, Nonmover, Nnmover, N\onmovr, e, Not in universe,@, fo. in u~niverse, jhited-State}, United-States, United-States, Native- Born in the United States,," ot in ,iverse",W,n,,94,-50000
37, Not in unGvers+,8h-,0, High sKhool graduate, Not in universe,< ]0iv*rce, Not in universe or children, Not in universe, White, Mexican-American, YMal, ot inI u&Mniverse, Nt inuA?verse, Cxiren or cArmed Forcs,),p,#, Nonfier, Not in universe, Notn universe, Child 18+ ever 1arr Not in a @subfamily, Child 18 or older,3325.72, Nonmover,Nonmov_erbW, Nonover, Yes, Not in universe,K, Ndot in unvers,#Un@<ied~States, Unitepd StatUes, United-States, Native- Born in the United States,0,Not iAn univePse,<,zZ,0,4,-50000
27, riva6e,41,23, Hikgh school gra[duae, Not in qAHXiverse, Married-civilian spouse presen)t, Hospital services, Adm upport Sncluding c+erical, hi:e, All other, FeIale, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, eNot i civerse, Not in universe, Spouse of householder, Spouse of householder,1580^.7,,,, No in uiverse under} 1 yeanr old*,,1, Not in universe, United-States, United-States, Unzte-Stt5s, Native- Born in the United States,0, MNot in universe,F0>q,52,RL0,/:,-500
16,Lriat(,33,29,+ 1:th) grae, High school, ;Ne'ver mr)ried, Retailb tr]ade, Other service, White, nll oter, Maale, Not in universe, NTot n universe,,8!,0,0, Nonfiler, Not in universe, Not in universe, Child <1w never marr not in subfamily, Child under 18 never married,1682.7, Nonmover, NonmNvIr, Nnove-'T,F{Fes, Not in universe,3s, Boh parents present, United-St<t4s, United-States, United-States," NaPive- Born in th9 Utni""td States",i9, Not in universe,J,6,P,,-50000
12, Not iBWn nivr>se,<N,0, sCh~ildr[n,, >eve|r marrid, Not in universe or children, NoV in cni8verse, White,NAEl4p othe, eme3, Not in universe, Not  univeIr=se, Childrn or Armfed For5s,29,,0,Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child undr 18\neove* marred,)90Q7, Sonmover, Nonmover,]No3nmver,z rY!es, Not in univerTe,(Z, Bothh parent pOresent, United-Sates, United-States, United-States, Native- Born in the United States,, No Un.unieverse,IT:T,,d&,*4,-50000
29, ?zri%ate,3!,y3, High school graduate, Not in universe, ever |a3rrik, Communi<cGatGionZs, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,{0,0,, SinNGg`,, Not in universe, Child 18+ everMmarr Not in a subamily, Child 18 or oler,2366.11,,,, Not in universe under 1 year old,,6, Not in uJi!verse, Uni(teOd-SZates, Uniqed-StNjes, United-States, Native- Born in the United States,0, Not i] univerXe,,f5,~,95,-50000
<3_,u r(ivte,45,3, Bachelors degree(BA A $S), Not in universe, Married-civilian spouse present, Other profIssioal shrvices,P MEuecutive admin `anb managerial, Wfite, All other, ;!M#Xl, No, Nt iOn uieroe,,$,0,n, Joint both under 65,Nost in univer$se,NotBGin universe, HousehAlder,Househo@dr,,,,,Not in universe= nder 1 ycarcold,,O, Not in universe, United-States, United-States,, Native- Born in the United States,, Not in universe, ,5H ,0,95,_G0000+_q
86, Notbinunibverse,0,, 1st 2nd 3rd or 4th grade, Notin universe,, Not in universe or children,aN.t in universP, ;Wht, All other, Female, Not in universe, Nt in univwrs, Children or Armed {Forces,0,0,0, Nonfi1ler, Not in universe, Not in universe, Other Rel 18+ ever marr not i subfaily, Oter relatie of housZholdr,{14z.48, Nonmover, Nonmqve, Non8oLQer, Yes, Notain cnilyerse,1, Not in universe, England,Engb@d, England, Foreign born- U S citizen b naturalization,0, GNo in uni]erse,2,1,0,94,-50000
8, Not in universe,,0A, Children, Not in universe, Never married, Not in unierse or child<en,No}t=in univrse, Black, All othr, Male, Not in niverse,"No, in universe",,'fWr,O<,, Nonfiler, Wet, Alaska, Child <18 never marr not in subfamily, Child under 18 never married,, NonMSA to nonMSA, Same county, Yam; coumty, rNk, NPo,0, Both parents preMsen, United-States,*eUnitudMStates, Italy, Native- Born abroad of American Parent(s),0, Not in univeDse,~,0,0,94,-50000
66, Not in universe,G0,Y, 1'w{ grde,LNot in uniNvese, Married-civilian spouse present, Not n udniverse or children,, White,=q Al>other, Female," N}ot ""n buivrrse", Not 8icn u#niverse, Not in lmabor force,,DU,0, Joint both 65+, Nt i@nM juniverse,` Notuin univer/seW, Householder, Householder,2019.61,,,, Not in uninerse under 1 year old,,v, Not in universe, United-States,p UnitediStates, United-States, Native- Born in the United States,,&Not in unierse,2,.N,S,95,-50000
4, ot in universe,n/0,0, Children,XNot iOn Vumiverse, Never married, Not in universe or children, Not: in universe, White, All other, FemaF,Not i8n unive(rse3, Not in universe, xChildren or Armed Forces,g0T,0,,nFonfiler., Not in universe, Nt \n universe, Child <18 never marr not in subfamily, Child under 18 never married,168835, on4v, N1ner,NNn&<over, Yes, ot i univere,0, BonhpaVsents prxsent, United-States,Z qUn:ted-Scitates, United-States, Nrative- Bqorn in the United States,w1, NoPt i/n universe,0,G,0,94,-M000
6 , Not in universe,0,Y, High school graduate, Not in unvse, Married-cviliQVn spouse pesent, Not in universe or children, ot in universe,hite, A*l othe}rx, Female, Not in universe, Not in univetrse,,3103,0,#,"#Joint both und,er 65", Not in universe,cNot n un[i8erse, Householder, HorusedKer,1802.16,,,, Not in universe under 1 year old,,P, Xot in un\iverse, Ita?ly, Italy, United?-S:taOs, Native- Born in the United States,0, RNot in un%iversee,,vYt,0,95,-50000
83, Not in universe,0u,a, 9th grade, Not in universe, Widowed, No1t i. univese or children, Not in universe,, All other, Pemale," ONo""bZin universe", Notin univw&rse, No in labor foceH,0,{Z,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,168.H,,,, Not in universe under 1 year old,,,, UnitYDd-State, Un(ited-StateQs,"!United-Stat""s", Native- Born in the United States,H, Not in universe,2,0,0,9,-50000
33, Not in universe,0M,0,9.th i.de, Not in universe, Never married, Not in unsverse or children, Not in universe, Whcte, Mexica@T $MexiJano),, Not in universe,MNot i\ unive/sey,Children or ArOBHd}Forces,0,aU,0, Nonfiler,, Not in universe, Househole, Householder,1201.86, Nonmover, Nonmover, Nonmover, Yes, Not in uniRverse,0, Not in universe, UnitedUStctes, United-States, United-States, Native- Born in the United States,, Not in universe,N8,0,*b,94,
61, Not in universe,0,fi^, Some college but no degree,, Divorced, Not in universe or children, Not in universe, BlaWk, Al oth/r,iMale, Not in universe, Not in universe, Children or Armed Forces,E3,|,/t|, Nofiley, Not in universe, Not in univrse," Nonf$amilyhoHu,seholder", Househoder,548.02,0Nnmver,, Nonmover, Yes," Not in univ[irse,",0, Not in universe, United-States, United-States, United-States, tije- Born in the U0nited States,0, Yes,1,#,f0,94,5!000
