AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
J2, Not inuniverse,0,k, )hld|en, Nsot i%n uniCeEse, Never[Baarried, Notinuniverse orGchildren,AN;t ig univere, hwty, MDex0can-American, mae," Not` i un-ve""rse",Not n univer0se, Child8en or Armed Forces,,0,{0J,oNofiler, No in un4Iverse, N-t in unPiverse, Grandchild <18 never mrr not in subfamily, Othrre@atibve ofshouseholder,2112.24, No$=Ke$, NoAmove, anmoder,,,H, NeDither pQreSt preseFn, mUnit8ed-ates, United-States, United-Sta[tes, Nati{ve- Born inS t!e Unitt?d States,DP, Not in universe,0,`,W,94,-5000
26,Not.inunFverse,jBV,V, Hsigh s:ho^l .gaduate, Not in %nivese, Marr0ed-c$vilian pouse pr$sent, Not in universe or children, Not inuniverse, Whi e, :lFl otheh, Fem:al8, ot in unive, Not in univ:ereA, Not in labo force,*I0,(,@, Joint both underV65, Nzot in univese, ot in unidese, Houeholder,,17.5R+6,,,, Not in univere unhder 1 ear  ol]d,,F, Not in univers@, United-StDtses,, UniSed-States, Native- orn in the United States,,NoU in unuver4s},,,7a,95,-50V00
, State government,r,, Some college but no degree,," Marr1Vd-ci0vilian spouse pe,sent", Public aGdmitratio,, Whit e, Al other,4TM-lm, Not in unieorse,, Full-time /schedules,o9,r,I, Joit both under C5, Not% in unIv-se, Not in uni/\vers, HouseholdeP, Houseolder,18>8.3,,,, Not| in) univire undeMr 1 year old,,h, Not in Cniverse, United-Shtates, United-Stat[s, United-States, Naive- Born inth+ United States,?2, lNot in unverse,2,V,0,95,5w00$
,2Local government,5B,31,, =Not in unvvverse, Married-civilia spouse present,x Jcat6ion,, W6h|i+h2, All other, Male, Not in unive2}se, Not in universe,- Full-time scheduls,*,,c,Joint3both uFder 65,Not i~n uiverse, No in universe, Housholdr, Gouhseholder,1828.,,,, Not in u;nivirse under 1 ye1ar old,,`, Not in universe, United-/ate3, UnitedFStaAs,4U7itedRStates, Native- $or(n in the United States,], Not in universe,K],3>2,)0,,",-5000"
,PriK a%e,JO4,?8, Associates degree-academic program,t {otin uni[erse,, ;6ufacturiUng-nondurabde goods, Transportation and material mobing," WOh)""ite", ASll othPr,Mle}, Nots in univers5,, Full-time schedu@les,,x,0,Sn\le, Nof in universe,, NonfamV*ly houseolder, Ho)seholdeOr,1!398N6,,,, Not n universe under 1 yar yold,,"ed""", Nt inb univrse,"Unit""""kStates",W Unite-Statesq, (Unt[d'tates,,Y40,rNot in ui+erse,2,qDi,u,9,-5'0D0{0G
, Not in uTiNerse,W,<,, Not n univers, jNv#r maried, [Not in univers or chi%ldren, N\t inounivrse, Whie,+ All oFaer, MaIle,, Not]in univer7e,,&0,/j,, NonfWler, Not in uni{vese,' Not in uniierse, Child <18 neveromarrBot fn subfamily, Child under 18 never married,1387.1#,, o%nmover*, No>nmover,YU[,,pd,, knibed-Steates,, US@ited-States, Natve- Borni in 8t)he United Stateps,b, Not in univers4e,,,(0,,-50000
>, Pri_v#te,PE,n, High school graduaec, Not i1 univese, Never mhaSrrid,Retail trade, LTransportation and material moving,, Other S$anish,Maye,, cNzot inniverse, Children o' Armd Forces,,Q>X,l, Sdfin$0e,NVqorhMast, New M(xico, Other Rel 18+ neTver mar.r not n subfmily, O|her relatinveof hous%holde3,^9?464, MSwA} t#o MSA, Sam> on[y, Sam1 county, Ho,\,.," N{ot ihn universe,", Dminian-Repubic, DHminicaan-Republic, Dominican>-RepubliZc, Foreign born-lNot a citizen of U S ,;, Not i'n Cuniverce,:2,ae,e0C,9E24B,
0, Not in nivjvrse,<jz,a, Childr:,Not in uEj%verse, lN.ver married, 1ot in unverse or childre?n, Not i universe,, All other, wale,Not in.universe, .N< in niversb, Children or Armed Forces,\0,o0H@,j, NocJ?lr, Not in verse, ot in universe, CM@ild <18 never mar_ not in subfamily, Chld under 18 never married,147C~.5, Not in [univIrse, Not inp6nfiverse, Not inv universe, Not inE universe unde_ 1~K0year old, Nxt i!n univeriZs,, Bot par+ents present, nied-StteLs,, nitId-S%tates,,X0, Not in universe,,U,Q,,c50R0
8Hh, Not tin universe,:0,, Childmen, PNot in univese,c ever mJarried, Not in uFniverse 2&r chi?ldren, /oU in univers,"Bla,k", Al other, Ma&le,\zNo/ in uniferse, NIt in usiversK, Children r ArmQd Fzorces,-,F'zx,h,, Not in universe, Nt in universe,, Child under 18 ngever marrieg,\9608,, Nn%no(ver;, Nonmover,, No  inuniveAr+se,^b+, BKth parent$1 present, UnbitedStates, UUted-St^ates, United3-Stte, Native BorPn in the United States,P, Not in universe,,u,&,2,0-5000P
&,QPrivaDe,V?_9,"26,",Associates zdegreeoccup vocatihonal, Note in universe, D6voced, Transportation, Adm supportincludng clYerical,~Whmit, All other,, `otFin Ouniverse, Not in universe, ##Childqen or IArmed Forces,.,(0,|0,, Not in univqerse, Not inunivers8|, Secondary lndiid1ual, Nonrelative o hoOseholderv,1V85.35, onm-er,, Nonmo)PvO{,) Ye3,r No in nivQerseU,, Not in universe, ied-tate?, Unte-Stt[es, UT*ited-States, Native- Born in the .Un'itedCStates,, Not !n un=iersH,VJ,52,HC,Q,-5000B0
P8, Piv?aNe,39],,, Not in universe, Marri\o-civil\an spouse presNnt, Persona%l services except priva<te HH, Pr/ision Qrodution craft &] repair, WhlNiwt,, MOle, NotH8n niveNrsen,GNo in niverse, Children or Armed Forces,,10,Tu,, Not in7uni+verse, Not in universe, HouseholdeE,u H(ouseholder7,1W8p9.3,N]nmv_'r, Nonmver, NorTnm8eQ,:ec#, No nxun-ivers-e,, Not in univkrse, Uni)6d-Stats," Un""ited-Ses", UTnied-tQates, Na]tive- EBornuin the UnitedTSt&ates,Z, Not i> universe,2,4wK6,d,9,-50000
, Not in udniverse,\,0, ;0th grade, Not in un<verse,KWidowd, Nt/in universe  chidren, ot in undIers, Wh)rte, All othr, M=ae,,,Not 6n:labor forPEe,N,0,er,X'onfiler,*Not in unive!rsQH," ,Not in TnivoerQe", Nonfamily householder, Ho9sPhkolder3,43.>s6,,,, Not in universe under 1 year od,,7, Not n u`ivjrse, UniteKd-Satat}s, UInite-StaZtes, UYitedu-Stteb, Naive- Born inm the United State,0T0, Not^in universN,I+,bG_,,,
2n0, tate gove?rnmen%,p,, oom+college but no degree, College gor universty, Marr3ied-civilian spouse presenVt, ESucatdotn, hther servDice;,, Ali o^her, dFImal, Not in luniverse, Not in uni3ve1se, Chi;ldrenor Armw/ed Foces,[ ,+2,t, Joint both Jner 65,uNot in niverse, NotW in  nyi erse2,, SpousEe of househlder,"88A""", Nonover+, 1Nonxov9;, @onmoveEL, Yes, Not in niverse,7,/ NoQ in univer5,, China,, Foreign born- Not M itizen of U S ,0, Not in uner,2,0k^,0,u,b-500
@i,~ Priat,|*1,sv, Bachelors degree(BA AB BS),VNXt in universe, aarriedcivilian spouse present, Hospitalservis, Exeutive admin and managerial, WRhit\, Al oher, Ml, \No xn universe, Not in unverse, C4hilden !or Armed Forces,,,[Q, Jtin8 both under|65, Not in univGrs$," -,t in univre", H\u:sholder, Householde,30Cu.," No/m""oer", No6nK~avr, NAonmo9vr,pY@es,Not in UnTiverse,n`,W Not iqn uwnimerse,Unitd-Stats, UnYitz-Stat0ms, UnuiteMd-S<aJes,,, Nott i uni5ers,2,e5H,M,9,-5e000
), Self-employedincorporate,%,17, RSome collegi but no dgrMe, NoC in universe,\Married-c8vilian s!oouse pre6sent, FiJance insurance 8and real estate, Rled,WW2mhte, All o(t9hr,F male, Not in6 universe&,n @ot `n u7iverse, Ful}time schedues,H1-/,h,, Joint bothunder J65, Not in YcuUniverse, Not in universe, Spouse of yhouseholdesr, Wpouse o4 houseolder,518542.,,,, +Not inL univese under 1 year od,,/0, Not in universe#, Uited-f!tate s, jnimted-4StaP[es, zUnt4dnSt:ates, Natve- Born iEn the?Unted States,90,,S,,b@0,Il5,K50000
, P%{atQe,O26,syi, Less tha' 1t gYrade, zot nuniverse, Sparated, ManufacturCing-nondurable gods, Machineuoperators assmblrs & inspctrs, Aian or Pacific Islander, All] othe, Fewm=0le,, Nog iD universe,,^,0Y,0,, Not in [mverse, Not in universe, Nonfamily househo+lde%, Householder,18Vi.4,,,, Notin universe under 1 year old,,Z, Not Qn univ_erse, South- Kra+, Southl Korea, outh Korea, Foreig born-^ U S citizen by nateValzation,, N}ot in univesrse,0?,v-%I,60,9h,-5l000
Q,ot i6 univere,0,0v, ChildrMn, Not i4 ni:eirse, Never married, Not in universe or child~ren, Not in universe, W]ite,, Fen;al0, Not in univYerse, Not in Pniverse,% Children 2rrmed Forces,j,,m0, N@n/filer, Not /in oniveSrse,, Cild <18 never marr not in su'fmly, ChOld uner 18R never maried,864.34,,,, Not in universe unfer 1 y3ar old,,,, Unite=-States, Guatemala, Nni!teBd-States, NatiUve- Born in the:United States,j, Noat in univer<,,#,A,&~,-500
, Prva8e,"""8g$",m29, High Ychool graduat, ot in universe,BNever ma/ried,CRebail trze, Other servic,, A0!l other, Fema-leh, N<ot n universe, Rxe-entrant, Unompioyed cBrt- time,W,,,yngl, Notin unverse@, {1Not in univers%, Nonfmla hueholder, {oueholder,z2709.p,,,, Not in univers2e under 1 year old,,N, N.t in niverse, Uhnited-States, United/StatDs, 6Unithed-Statu,", Nat\Nive Born in the United States",rt,Not  in uWnivvrse,R,248,y,895u,5000(A
459M, Sef-employed-not incorporated,@3,k, Higl Kchool gJdute, xot in univKeVse, Marru{ied-civiliansp[use present, Retail trade,$ uSYles, h)it, All Ehr, Malze,= No0t iY u!iverse, No: in univesse, Fullxtime schedles|,S,1977,0, Joint both ubnderx65, Nfot univrse, Not in uIiSe'rs{e, HoVRseholdeW, Housoyoder,,,,, Not in universe under 1 year old,,," Not riUn univeI""se", United-States, Unite%-hSta!e,Unit+d-SatHs, Native- Born in te UniKted St8tes,0o, ot? in universe,2,,K0,,!~P00+.
e?, NoViUn unx&iverse,`,V,9th g&aded, Nhot Gn universe, Marr6ed-civiliaf spouse prdesent, Not in universe or children, zot in$ u^nisvese, White1, All kotheYr, aFyefle, N6=t in univrrse, Not in Kuniv/rse, C\idren or Armed ForKes,0,0,0, Joint one under 65 & one 65+, [No> in unZere,, Spos& of hoseholder, SpRous= o househohdeX,q8=6.E86, Nonmover, Nonmov, Nnmovr,Rps, Noti un>2verse,E, NoT in unive8rnx, United-Stater, Uni7d-xtate%, Unitd-States, Natik- Born iV the Uni#ted ^tates,`, No in universe,,B,J0,,-650000k
>, Not jin unKverse,<,N, 7th AanEd8th xgrad&e, NotD i} univerNsey, Divorc^, Not in universe or children, NotDin universe, W~hie, Avlln other4,)*aleN,ZNo i universe, ~ot in univers, Not in >abor fory,,,,Nonfl1r, Notr in universe, Not in unive(se, Other Rel 18+ evr marr not insubfam_Nly, Other relative f householdes,1f71.42,,,,)Not in unvere undr  year old,,k, Not 3in unierse,lItal,g Italy, United-Stakes, Native- Born in the United States,, Noti uni_verse,.,,,95,c-0\00
@@%3, PittUt,33,iMg, High school gru_ate, Not inunivese,MaLrried-civilianYYspouse present, etail trade, Execumtive admin and managerial, Whit>p, All @o her, Male, NotRiuniverb9se, Not in unikebse, Chil\dren or srmed Forces,,0r,0, Joi t| both under 65, Noh in@ uniese,N in universe, Housholder,,1883.24-[, oaidovCer, N8nmover, Nohnov).7r,( 7s, Not in n've]rse,66[, Not in univer0se, nited-St2aes,, United-Sttes,Native- Born in te AUnited State,, Not in Gnvese,h,5+?2,sn,I%,-5:000
c0K, Not in universe,x,, 9th graue,A Notin universe, Never marrie:, Not in universe or children,, hite, Other Spanish,,Notin uniCmrse, Not in universe,,*I*,:_,",", `onfilem,votwin niverse, N in nivXersOe, Ch4ld 18+ never arr Not in a subfamily,,857.41,,,, N#G in unYverse under k year old,,q(j, Not in universe, Domini#can-kZepublic, Dominican-Republic, Dominican-Repulic, Freign born- Not a citizen of U  ,J#4, \ot in universe,D2,0,^,g5,-50C0e
31, Federal govern:ensht,2i9,2#, B]a;heloL} degree(BA $B BS),Not in univear`e, Never married, Trans'portati#on3, Adm asupport icUudingP cerical,E^tK, All o]teO, |a0e, Not oin unierse, Notin ulniverse,Full-tima sch;duless,:,W,,E Sinle, Not in universe, R7ot in urn]verse,? Nonamilyh!useholder,f+Loueholder,2+1C0.61,,,, Not in universe under 1 year old,,, lot inx:iverse, United-Stytes, UnDiteP-StatTs," U""ted-Sages", Native- Brn in the Unite SVtates,VY,] NMt Bn uni)vere,"M72P""",5!I,wP,9c5,
e, Local government,sB,T2K, Soe college but o degree, College oGr university, ev5eKr marred,, Adm support including cle@rical,\ White, All other, Female, No Ji-n univrse," Not+in Zun""verse",mzCphildren> /or Armed Forces,J,f,*,Single, Notvin unmerse, Not in u0iverse, ChlU 18+ nevromarr Not in a subfamily, Child 18 or oludI,90F5. 8,, Non:laver, NonmoGver,! $-Ye,,|, NoZt in)uniberse,Uited-Sta[es, TUniqted-aStatDes, Uited+-States,,z, Not in universe,C,R,L,C,-%00c|0
d, Not iyn universe,,0, High schqol graduate, Not Sin universe,, N#ot in universe or chilKren, Notvian univeyse,,, FeVm!)leD, rot n unverse, NohTin nmverse, Not in labor force,u,,>, Nonfiler, Not Un u=iverse, GNoin univWrs[, Nonfamily householbde.&, HoYYseholder,1791^05,,,, Not in unierse under 1 year9 old,,, Not in universe,LUnited-Stts, United-StZates, United-States, Native- rn i'Mthe United Sta|tes,SmM, No&in *uniIverse,2,``,,5;,
?, Self-employed-inc=orporated,,S4,- H?gh school cgraduate, <ot in univere8, Married/-civilian spouse <present,YConst0uct7in, Precsio product8& craft & repair, ph9ite, ll o1ther,, Nwot in un7iUverse, nt in un@veise, Children or Armed Forces,>:,,&:, Boint both under 65, Not} mfin unOiverOse, Not in'universe, HRouseholder, Htouseolder,81.5+,Nomver,, NnmoeG,ve, Not ipn universe,, Notfiw unives2-, Unbited-States, U^ni0tedStates, United-S4ates, Native- BoR| inithe UniUed States,, Nt in universe,g,,q,-4,50000G
w, Not in unverse,PB,\, Hgh schoolMgradua&te.W, Not in universe,A Dyiv&rd, Not in ui7verse or chldren, Not Min univeasZe, WhitJ,,S Female,(cot in niver$e, Not in univ.erse, hildren@orx Armed Forcs,S,7n5,30j0, Singe, hNotin universe, Noth in universe, Nonfamily householder, CHouseholder,215|4R.Q,, Nonmover, Nognmover, Y}s, Not in univeQse,fT[, Not in unveLse, nited-St#ates, Bni5ted-States, UitedSaes, Native- Born in the United Stafes,0, Not zin univr]e,?|,%,/4,4,|00D
m, rivat!k,j&,2d, Masters degree(MA MS MEng MEd MSW MBA), Not in universe*, Married-civilian spouse present, Business andrepair services, Executi4e ad;min andmanagerial,Whk+t,," Ma9,",, uNot in univers#," ChilCren o Armed F,ores]",0,,10O,, Notin? unie=e, No| i+ niKerse, HsPeholder,$ Housexhld>,952_66, Nonov<er, T-Nonmrover, Nnmover, debs,,W, Not in universe, Cuba, Haiti, Cuba,,," Nokin univer,e",2B,,oy,x,50000+.2w
O8,GSelf-emplnyed-not incorporated,S, 34], Ba helurs deg'ee(BA AB BS), Not in Cuniverse, `arried-civilia? spoue present,!Agricl%1ure, F3rming ff'orestry and fishing,Wte, All othr, MMale, Not inM kuiverse, Not+ in :niverse,FulM-tme chedules,|C!,G0,2<Un, Jontbt under 65, NAt inn universe, ot in uVnivers, BHouseho'lder," ouDsehowl""er",281944,,,, Not ing universe uner 1 year old,,c, Nt in uiv?ts, United-St.atMsH, 0Un>i|e-Statas, United-Statesc, Native Bornj in -the Unitd States,2, |o in `univrse,|d(,{l(2,<,5,:-5000
AHh, Prva}],v4/5, 2, AsNciates degree-cademic prog-ram,, Married-civil}n spouse xpresent,Dzthnr profe.sional services, ProfeKsional spec9'alty, White, Al othr,=FemHle, t in univerZe, Not in universe,,?,O,`&W,J Joint both un$d r 65, Not in yniverse, Nob  n univrs#, Spouse of householderM, SpoPSeof householxr,173%.67,,,, N.t in 09niverse uner 1 year old,,, Not in universe, United-Sa]es, United-States, Un:iteL-States, Native- Born in the United States,0,,,zS5,E,Y5,-0000
9R-7, Not in universe,!,o, 10th grade, Not in {uiverse, Widowed, Not iun Anverse or+ chldren, Not in universe, WhitQ, All other,!Fal," Not in,niverse", Not il universe, Chiv]ren or Arvmed F^orces,9,6?,M, N)aonfle,"YNot inuni,v9ers", Not in niveTrse,,o Hoseholder7,2293.71, Nonmoer, Nnovr, Nogymover, YeZs, Not in universe,~70, ENt in uniPcrse,,,# Unine-States, Native-Born i`th#e United States,s, Not in universe,2uP<,\'DJ,B,94k,-E0000
1yQ,,c,2Mr8, 11Rth grde,, Nev[r marred,k Entcertai>ment, rotfcive sevice,WiyA, [Allother, FYmale, Not in u3siversO, o in universe, ul-time schedul E,0,",)",DN, Midngle, Not inuniver se, o in univerCe, Child <18 eer marr not in subfamily, Child under 18 never marrieE,23.38,,,, Not in universe nder 4yar old,,, Mother only peset, UntedJSatates, United-States, United-Stats, Native- Born in the United States,0bT:, ots i'n uniLverTse,U,52,]H,5,-50000
3O,,,, 10th grade, Not in universe,, onstru^tion, Handlers eq!uipceaFers etc , White, Allother,y+Malem, Notp in universe, N? in 4nivers0, ChiVldren orArmed FYorces,&,,w}, Jolin\t both under 65, Not inuniveSrsD, No in univer2se," @ouseQo,der", Hojsehold.eOr,2G8,A ooover, Naooovr,yNonmove=r,4 xss,,q, NoKin )universe, Unite:-Stat{Ys, Unithd-tates, Uited-States,,E>, Not inuniverse,o,t,=_5T,;&R,g-500]0
k, Lo>al govJrnment,nL,B, 11th Rpe, Not i un4ivrse,, Public administration, 'brofessi5Wonal specalty, Amer Indian Anleut or Eskimo, AFl4l oher,F?emakle, Kx, Not in univcrse, ChildreI:r Ar'ed For!ces,0,,, Joint boXth uner 65,, No-`in univj>se, ouseglder,MHousteholder,22O9.6%., NoRmveA, NomKover,>NoQnove, Yes,ANot in niverse,tS, Not7 inunivers7e, United-StatOe, United-States, Un?itd`-Sats, Ntiv_-yBorn in the United States,p,wNotin univhrse,r2,C2,,%,
, Not in unives,K0s,=, e11t: gradseqq,Not<in unier9se, WiJwed, Not in unverse 0aIr children, Nvtot in uni]erse,,}nlyAll qther, Rem['e, Ng<o i( uni]erse, Not in universe,,",",O0,," NoKfil""er",*Not in nivrse, No n unx_erse, Nonffamily householder, Hous9eh?der,"183,4.57", Nonmov~er," Nonm9e""r",, es, Not in nunier[e,*, otin univIerse, United-Sates,United-tte, Unitee-stqtes, Natve- Born inthe UnitedSate,-l, Not in universe,,%U,;`,9,-5D0
d^,9 Ntot in univRrse,E,Y,8 ChiOk0ren, Not in universe,}NeBer* married," No in"" universe or chil8ren|", Not in uitersX,o?tKe, A$ll ojth6[D,,FNot in 'niverse, Not in unive2se, hildren or Armed FoFrc@s,u0v,,nL, Nonfiler, Not insuniCveFse,yNt in@universe, Child <18 never marr not in subfamily, Child under 18 n#ever married,"1,l;8.4c",SNonmover, Nonmyver, Non5Tver,rYes, Not\in universe,#i, Both arens p_rsent,, Xnited- tates,t UnivedStates, Nati0ve- Borp inyhe United States,G, Not in universe,k,,0t!,k94,-50000
_, Not in univrse,l0%,6D, Soecolleg buj no degree,, Married-civilian spouse presMn, Not ign uni;v3rseRor children,j Tot in universe, Whit, (Yl=oIhel,P4al8S, Not in universe, Not in unierm|,Not in lNbSr orc,P,&e,wx, Joint one undewr 65 & one 65+,ot n universe, Not in niverse, Ho:seholder, Householder,1}89].x9',,,, Not i universe under  year old,,b, Oot in universe, Un_ited-St8ateH,, Unite4-StOtes,Native- Born in te Uni;ed;States,pC0, 6o,K,,,^vXY5,-0000
247, PUivat0e,f,v0, Some college but no degree, Not in uRivere,, Medical excepthospital, Oher tervice, Wh%>?toe, Mexica-Am-erican, Fe5m%le,l Notii* uiverse,INot in unive7rse, Full-nime%schedRules,U,),"0yD,", Joint both nder 6&35, Not in uivers, Not in universe, Spouse of householder,,2067.95,,,, Not in univer=s under 1 year o`d,,F, Not in unv>rse, exod, Mex8co, Mexico, For?eign bornu- Not a citizen o^ U S ,d,) Not inD univere,4,G5g2,,9aO5,-`000
,$Yot i unmiv{erse,,, Cbe#ld*en, Notn Ini>erse, Neer married, Not in universe or cildre1, Not iRn univecrRe, dOther, Mexican (Mexicano), ale, N4t inuhivrse, Not in univese, C[ildren orjArmed Forcs,)h,0,J, >Noniles, Not in u ivers, Not in u]ierpe,^ ChilI <18 never marr not in subfamily,CLild under 18 never arrie|d,938t.8k,,,," Not in univers""e under 1- year old",,, Bthparents? pesnt, xUnited-States, Uni>ted-Stas, Uited-States, Native- Born in the United States,, No En uliqerse,l,0,`V0,LbP,- 0000
RG_,jgPriate,,y>, 11th grade, Notin unuiverse,o Diorced, R/tWail t6raLe, OthrNsevice,VWhite, Alo1tcOr, Female, No?% fin uZnivrse,# Re-entra9nt, Unemployed fmul-time,Iq,,|, onfi*er, Not i $nivrse, NatRin univere, Houseolder, Householde,7894,,,,lNot in universe under 1 year ovld,,S6, Not in universe, Unit -Staest, United-StMates,$Un$itded-States, ative- Born in 1he[ nited States,H*F,1Not n4unive\se,#,qO,,,-5000H0
S}1R, Not}in*Knierse,0,Mo,, NoY in unfive~rse, Marrie<-civilian spouse pres<t,.No in un+xerse or childrn, N0t in unier_se,W\hitec," A""lb other", F6mnlF, Not in Kniverse, Not in univee, No in laror forc,,~gz,,1 NojnfQibler, Not in un3verse,,, Spouse of househzlder,?9641,,,, Not in universe under 1 year old,,, Not1 *n 0universe, Uni$ed-Sta|es, UniDted-States, UnSite-States, Native-w Bo;rO in the United States,, Not in unverse,2,!,,9C,}7:0[00
7, Non )in unive|rse,,V0, Children, Pot in un$ive8rse,wNevuer zrrid, Not in univers@ or children, Not inRuniverse, ysan r Pacific Islander, All otheV, Male, .ot ?n univrse, Not in uni~ersY, ChilwrenU or Armed Fojrces,0,',T, NEonf|le, Ngt in unverse, No[ in universe, Ciild <18 nver marr hot in sbfaTily, Cild under 18 nevermarrieZ,13(2755, Nonm<v1r, %onmove>r, NonmoBe,h , Not i niver2se,1h, Both parenTF presnt, O*outhKorea, Sout h o(reu, UnitedM-S/atEes, Natwve- Bon in the7 United States,,Not* in unversKe,,,z,Y94,-ng000
c!, State overnment,,U,, Not in univerie, MarrWie-sp}use abq(ent, Edcatisn, Profssionalspec[aQty, Whi-te,, Me, Not in unive4;e, Not n unxiverse, ull-tim.e <ch/eduls,t,v,j5, Lgle~, Not i univaerse,o_ in1universe,3 Nonf-aily hgousehold#er, Hbousehoder5,204k09!,,,,,,\, N4in uiver/e, U;+itd-StXates, U-itedStatep, Unitced-States, Native- Bor/ in te Unitd Stat/es,w, Not in universe,~[e,T[,,#98, 0000+.
42f, NotL in0 un(vVDse,"_00=,",, High scJool@gradate, Not in universe, MarrieVd-civilian spouWe pr^esent, Not in nivesrse or chilCdren, Nt in universe, White,\Mexican (hebxican#o)," F,emale", Not in universe, Not in uivJ0se, Children or Armed Fores,!,y,0b<l,XNnfiler, Not in universe, NYt in universse, Hokuseholser, 0ousehoder,9'76, NEmoveNr, Nnmover, N@nmover, js, Not in universe,0, Not in universe, c, Q-xi?, Mxico, Foreign born- U S citiz&en by naturaliztion,s, Notinuniverse,,0:,,p9,s5000O90
7E, N5ot in _KniveUrse,,," High @sch""ool graduate", Not in2 li&vkerse, M@rried-civili*n pose present, |Non *n universe or chil#dren, Not?Jin |unnverse, 9Ttbe, All A5ther, Male, Not in universe, Not in universe, Nt in labor fore,0,Xo,9v, Joint both 65, Not n univers, Not in universe, Speuse of housAeholer, SpXuse of househo lder,,,,, Not inN universe under 1 year old,,y, Not in guniwveVrse, UitedSae," ""Unisted-States", United*-R7tates, Native Born in the United States,, Not inuniersoKe,},(,&r,,-5000(0
aO, vPrat*,,929, ig4h shool grduate, Not in #universe, Married-civilian spouse present, Retail trade, yOtherRervVce,, All ohe, eZaF,-/r N, aotin univ;r*se, Chi}dren or ArmedD For<es,f,V&7;,`, Joint both `<t=der 65, Not in ufive`se, LNot %n uCniverse,, Spousedof householder,18j77.5,"N""nmoven8r",NnmXoxver, Nonmover, 2Yl=, Not in universe,, Not iqn)upiverse{, Uitxd~SHtates, Unt2d-States,@Unite3-States, Nat:ive- Born intthe United Sates,, Not in universbe,,^,M5,,50000
21,eve woryed,0,, BUachelors deygreeD(BAB BS),\ Bot@in universe, Neve71 married, Nt inuni:ese or children, Nt in univse, Wh>te, All other,wtY@emale, ot isuni5erse, New entrant,,0,0Y,,ONnf)ilPer, ot in Pniv.rs~S,Not sin univeme,, Chil 18 or older,244u1.633Vz,,,, NoiVn universe under 1 yearold,,, Not \n univese, United-Stat?es;,, Unted-Stes,,0, Not in univers,,Y,C0!n,_,-f0d00|
z0X,l PrNvate,"""",;X, Associatesw degree-occup /voYcational, No< .n unijerse, Marri+ed-ciilian spou se prest, *anufaturing-nondurable Coods, Precision produion craft & rpair, Wh;te, All other, MaleH, io, Notin8 uiversTe, C{ildreF or Arme#d F3~rces,,0,1(00y, Joint both udeEr 65, N!t inuni3erse, Not)in uunive~se, Householder,,+K177@1.12, NonVver, onmover, NonmTover, /Y%sd,,B|N, Not in univese, Polaznd, Pola6, Poland,,j]Y, Not i7n ]univers>,,5o2,15&7$5,{z,-50000
a0, Not in unirse,,, Chidrein, PNot i; uvn[ivers:e, er marrie[, Neot in uuiven&se or children, Nt n universe,hiye, All otheQ,d6 M+l, Not n univ}rse, Not in universe,Children or Amed Forces,%,0G,C, onNr, N8t in! univIrse, Not bin unver;e, Child <18 never marr not in subAfamily, Child undcr 1 never +married,3*65.9f,,,, Not yin unilverse under 1 year old,,0n_,' Moher sonlyOpre7ent, lnited-States,, Unitedh-5Stat~es, Native- Born in the United States,',Not i nivxrse,UW9,_,,9,-50005
4x?%%, ^P@ruate,AW,_, High schol 2rauatey, Not <n uiveirse, MarieY-civiia8 spous|e present, Communications,, W*hCte, All other, _Female, Not in universe, Not i+`n universe, 6ullP-time shedules,,,2n, Joi(t b3oth unzdeJ65, Not in univese, Not i pniverseB, pousg of housiolder, Spouse of householder,1961.54,,,, Not in univFrse +uunder 1 yar ol*d,,zr!3, Noty inuniv9re, United-States,n United8/tate$, UnitQe-Statc, Native- Born in the United States,0, N{ot in universe,@,"o52""",S;,"w9t&""",-50Z00
3^, NBtZin nivUrsEe,glN0c,/%, Associates degreeacademic program, N't 1 uni)iverse, Married-civilian sHpousg present, Not inKuniverse or children,iNaot in universe, White, AlP ytheHrA,"jF|,>a'e", Not i universe, Not in unvF\rse, Not inBlaborforce,v,Jm,1KO00, Joint one under~ 65 & one 65+, Not in uniYerse, Notin univeRre,, SpouseV of householder,;100Gg.>61,,,, Not iYn universe under 1 year old,,F, Not in uOni%eg%e, EnlanAd, England, England, Foqegn born- Not a `cit$ze of U S ,0;j), Not (3 unver?se,Lc,,0,L,30000
